"DTI_CL_UNIDAD_MEDIDA","Unit of measurement","DTI_CL_MES","Month","DTI_CL_GRUPO_OCU_IR","Occupational group","Value","Flag Codes","Flags"
"12_M_VAR","12-month variation in percentages (%)","2020-M02","2020 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M02","2020 February","ISCO88_5_B","Vendedores, promotores y modelos",10.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M02","2020 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M02","2020 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M02","2020 February","ISCO88_9","Trabajadores no calificados",4.6,,
"IX","Index","2020-M03","2020 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",124.04,,
"IX","Index","2020-M03","2020 March","ISCO88_2","Profesionales científicos e intelectuales",116.08,,
"IX","Index","2020-M03","2020 March","ISCO88_3","Técnicos y profesionales de nivel medio",118.47,,
"IX","Index","2020-M03","2020 March","ISCO88_4","Empleados de oficina",120.9,,
"IX","Index","2020-M03","2020 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",116.98,,
"IX","Index","2020-M03","2020 March","ISCO88_5_B","Vendedores, promotores y modelos",129.23,,
"IX","Index","2020-M03","2020 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",123.76,,
"IX","Index","2020-M03","2020 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",121.58,,
"IX","Index","2020-M03","2020 March","ISCO88_9","Trabajadores no calificados",124.47,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",4.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_2","Profesionales científicos e intelectuales",3.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_3","Técnicos y profesionales de nivel medio",4.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_4","Empleados de oficina",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_5_B","Vendedores, promotores y modelos",9,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",5.2,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M03","2020 March","ISCO88_9","Trabajadores no calificados",6.2,,
"IX","Index","2020-M04","2020 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",121.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",1.9,,
"IX","Index","2020-M04","2020 April","ISCO88_2","Profesionales científicos e intelectuales",115.64,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_2","Profesionales científicos e intelectuales",2.8,,
"IX","Index","2020-M04","2020 April","ISCO88_3","Técnicos y profesionales de nivel medio",115.82,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_3","Técnicos y profesionales de nivel medio",0.6,,
"IX","Index","2020-M04","2020 April","ISCO88_4","Empleados de oficina",119.37,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_4","Empleados de oficina",2.8,,
"IX","Index","2020-M04","2020 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",116.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6.3,,
"IX","Index","2020-M04","2020 April","ISCO88_5_B","Vendedores, promotores y modelos",121.15,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_5_B","Vendedores, promotores y modelos",-2.4,,
"IX","Index","2020-M04","2020 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",123.79,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.2,,
"IX","Index","2020-M04","2020 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",119.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_8","Operadores de instalaciones y máquinas y montadores",5.1,,
"IX","Index","2020-M04","2020 April","ISCO88_9","Trabajadores no calificados",124.27,,
"12_M_VAR","12-month variation in percentages (%)","2020-M04","2020 April","ISCO88_9","Trabajadores no calificados",5.4,,
"IX","Index","2020-M05","2020 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",121.34,,
"IX","Index","2020-M05","2020 May","ISCO88_2","Profesionales científicos e intelectuales",114.59,,
"IX","Index","2020-M05","2020 May","ISCO88_3","Técnicos y profesionales de nivel medio",115.21,,
"IX","Index","2020-M05","2020 May","ISCO88_4","Empleados de oficina",119.75,,
"IX","Index","2020-M05","2020 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",113.69,,
"IX","Index","2020-M05","2020 May","ISCO88_5_B","Vendedores, promotores y modelos",122,,
"IX","Index","2020-M05","2020 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",125.57,,
"IX","Index","2020-M05","2020 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",120.41,,
"IX","Index","2020-M05","2020 May","ISCO88_9","Trabajadores no calificados",124.61,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",2.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_2","Profesionales científicos e intelectuales",1.9,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_3","Técnicos y profesionales de nivel medio",0.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_4","Empleados de oficina",3.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",2.2,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_5_B","Vendedores, promotores y modelos",0.4,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_8","Operadores de instalaciones y máquinas y montadores",5.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M05","2020 May","ISCO88_9","Trabajadores no calificados",5.7,,
"IX","Index","2020-M06","2020 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",121.1,,
"IX","Index","2020-M06","2020 June","ISCO88_2","Profesionales científicos e intelectuales",114.78,,
"IX","Index","2020-M06","2020 June","ISCO88_3","Técnicos y profesionales de nivel medio",115.85,,
"IX","Index","2020-M06","2020 June","ISCO88_4","Empleados de oficina",119.5,,
"IX","Index","2020-M06","2020 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",115.33,,
"IX","Index","2020-M06","2020 June","ISCO88_5_B","Vendedores, promotores y modelos",123.06,,
"IX","Index","2020-M06","2020 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",125.26,,
"IX","Index","2020-M06","2020 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",120.28,,
"IX","Index","2020-M06","2020 June","ISCO88_9","Trabajadores no calificados",123.24,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",1.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_2","Profesionales científicos e intelectuales",1.9,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_3","Técnicos y profesionales de nivel medio",1.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_4","Empleados de oficina",2.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_5_B","Vendedores, promotores y modelos",1.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",5.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M06","2020 June","ISCO88_9","Trabajadores no calificados",5.5,,
"IX","Index","2020-M07","2020 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",122.27,,
"IX","Index","2020-M07","2020 July","ISCO88_2","Profesionales científicos e intelectuales",115.55,,
"IX","Index","2020-M07","2020 July","ISCO88_3","Técnicos y profesionales de nivel medio",116.8,,
"IX","Index","2020-M07","2020 July","ISCO88_4","Empleados de oficina",120.16,,
"IX","Index","2020-M07","2020 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",116.26,,
"IX","Index","2020-M07","2020 July","ISCO88_5_B","Vendedores, promotores y modelos",126.67,,
"IX","Index","2020-M07","2020 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",124.53,,
"IX","Index","2020-M07","2020 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",121.54,,
"IX","Index","2020-M07","2020 July","ISCO88_9","Trabajadores no calificados",124.61,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",1.2,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_2","Profesionales científicos e intelectuales",2.2,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_3","Técnicos y profesionales de nivel medio",1.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_4","Empleados de oficina",3.2,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_5_B","Vendedores, promotores y modelos",4.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_8","Operadores de instalaciones y máquinas y montadores",5.9,,
"12_M_VAR","12-month variation in percentages (%)","2020-M07","2020 July","ISCO88_9","Trabajadores no calificados",5.2,,
"IX","Index","2020-M08","2020 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",121.99,,
"IX","Index","2020-M08","2020 August","ISCO88_2","Profesionales científicos e intelectuales",115.96,,
"IX","Index","2020-M08","2020 August","ISCO88_3","Técnicos y profesionales de nivel medio",117.4,,
"IX","Index","2020-M08","2020 August","ISCO88_4","Empleados de oficina",120.46,,
"IX","Index","2020-M08","2020 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",116.16,,
"IX","Index","2020-M08","2020 August","ISCO88_5_B","Vendedores, promotores y modelos",133.34,,
"IX","Index","2020-M08","2020 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",123.89,,
"IX","Index","2020-M08","2020 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",120.35,,
"IX","Index","2020-M08","2020 August","ISCO88_9","Trabajadores no calificados",124.16,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",1.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_2","Profesionales científicos e intelectuales",2.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_3","Técnicos y profesionales de nivel medio",1.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_4","Empleados de oficina",3.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_5_B","Vendedores, promotores y modelos",8.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",3.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_8","Operadores de instalaciones y máquinas y montadores",5.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M08","2020 August","ISCO88_9","Trabajadores no calificados",4.9,,
"IX","Index","2020-M09","2020 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",123.98,,
"IX","Index","2020-M09","2020 September","ISCO88_2","Profesionales científicos e intelectuales",116.23,,
"IX","Index","2020-M09","2020 September","ISCO88_3","Técnicos y profesionales de nivel medio",118.32,,
"IX","Index","2020-M09","2020 September","ISCO88_4","Empleados de oficina",121.14,,
"IX","Index","2020-M09","2020 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",117.72,,
"IX","Index","2020-M09","2020 September","ISCO88_5_B","Vendedores, promotores y modelos",139.31,,
"IX","Index","2020-M09","2020 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",125.01,,
"IX","Index","2020-M09","2020 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",123.5,,
"IX","Index","2020-M09","2020 September","ISCO88_9","Trabajadores no calificados",125.27,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_2","Profesionales científicos e intelectuales",2.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_3","Técnicos y profesionales de nivel medio",2.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_4","Empleados de oficina",3.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_5_B","Vendedores, promotores y modelos",12.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",3.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.4,,
"12_M_VAR","12-month variation in percentages (%)","2020-M09","2020 September","ISCO88_9","Trabajadores no calificados",5.5,,
"IX","Index","2020-M10","2020 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",124.27,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",2.7,,
"IX","Index","2020-M10","2020 October","ISCO88_2","Profesionales científicos e intelectuales",117.05,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_2","Profesionales científicos e intelectuales",3.4,,
"IX","Index","2020-M10","2020 October","ISCO88_3","Técnicos y profesionales de nivel medio",119.77,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_3","Técnicos y profesionales de nivel medio",4.1,,
"IX","Index","2020-M10","2020 October","ISCO88_4","Empleados de oficina",121.73,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_4","Empleados de oficina",4,,
"IX","Index","2020-M10","2020 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",119.79,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",6.2,,
"IX","Index","2020-M10","2020 October","ISCO88_5_B","Vendedores, promotores y modelos",136.25,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_5_B","Vendedores, promotores y modelos",10.3,,
"IX","Index","2020-M10","2020 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",123.83,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2.4,,
"IX","Index","2020-M10","2020 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",123.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.8,,
"IX","Index","2020-M10","2020 October","ISCO88_9","Trabajadores no calificados",124.73,,
"12_M_VAR","12-month variation in percentages (%)","2020-M10","2020 October","ISCO88_9","Trabajadores no calificados",4.9,,
"IX","Index","2020-M11","2020 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",124.7,,
"IX","Index","2020-M11","2020 November","ISCO88_2","Profesionales científicos e intelectuales",117.67,,
"IX","Index","2020-M11","2020 November","ISCO88_3","Técnicos y profesionales de nivel medio",121.04,,
"IX","Index","2020-M11","2020 November","ISCO88_4","Empleados de oficina",122.52,,
"IX","Index","2020-M11","2020 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",119.45,,
"IX","Index","2020-M11","2020 November","ISCO88_5_B","Vendedores, promotores y modelos",140.35,,
"IX","Index","2020-M11","2020 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",125.68,,
"IX","Index","2020-M11","2020 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",125.11,,
"IX","Index","2020-M11","2020 November","ISCO88_9","Trabajadores no calificados",125.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",2.9,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_2","Profesionales científicos e intelectuales",3.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_3","Técnicos y profesionales de nivel medio",5.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_4","Empleados de oficina",4.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",4.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_5_B","Vendedores, promotores y modelos",11.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.5,,
"12_M_VAR","12-month variation in percentages (%)","2020-M11","2020 November","ISCO88_9","Trabajadores no calificados",5.4,,
"IX","Index","2020-M12","2020 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",126,,
"IX","Index","2020-M12","2020 December","ISCO88_2","Profesionales científicos e intelectuales",118.12,,
"IX","Index","2020-M12","2020 December","ISCO88_3","Técnicos y profesionales de nivel medio",121.49,,
"IX","Index","2020-M12","2020 December","ISCO88_4","Empleados de oficina",123.05,,
"IX","Index","2020-M12","2020 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",120.84,,
"IX","Index","2020-M12","2020 December","ISCO88_5_B","Vendedores, promotores y modelos",136.81,,
"IX","Index","2020-M12","2020 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",125.91,,
"IX","Index","2020-M12","2020 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",124.79,,
"IX","Index","2020-M12","2020 December","ISCO88_9","Trabajadores no calificados",126.82,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",2.8,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_2","Profesionales científicos e intelectuales",3.1,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_3","Técnicos y profesionales de nivel medio",4.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_4","Empleados de oficina",4.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",5.7,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_5_B","Vendedores, promotores y modelos",6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",4.2,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_8","Operadores de instalaciones y máquinas y montadores",5.6,,
"12_M_VAR","12-month variation in percentages (%)","2020-M12","2020 December","ISCO88_9","Trabajadores no calificados",5.3,,
"IX","Index","2021-M01","2021 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",125.72,,
"IX","Index","2021-M01","2021 January","ISCO88_2","Profesionales científicos e intelectuales",119.79,,
"IX","Index","2021-M01","2021 January","ISCO88_3","Técnicos y profesionales de nivel medio",123,,
"IX","Index","2021-M01","2021 January","ISCO88_4","Empleados de oficina",124.34,,
"IX","Index","2021-M01","2021 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",121.07,,
"IX","Index","2021-M01","2021 January","ISCO88_5_B","Vendedores, promotores y modelos",140.84,,
"IX","Index","2021-M01","2021 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",127.65,,
"IX","Index","2021-M01","2021 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",128.01,,
"IX","Index","2021-M01","2021 January","ISCO88_9","Trabajadores no calificados",127.49,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",1.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_2","Profesionales científicos e intelectuales",3.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_3","Técnicos y profesionales de nivel medio",4.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_4","Empleados de oficina",4.5,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",5.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_5_B","Vendedores, promotores y modelos",7.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",5.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_8","Operadores de instalaciones y máquinas y montadores",7.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M01","2021 January","ISCO88_9","Trabajadores no calificados",4.5,,
"IX","Index","2021-M02","2021 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",126.45,,
"IX","Index","2021-M02","2021 February","ISCO88_2","Profesionales científicos e intelectuales",119.28,,
"IX","Index","2021-M02","2021 February","ISCO88_3","Técnicos y profesionales de nivel medio",122.78,,
"IX","Index","2021-M02","2021 February","ISCO88_4","Empleados de oficina",124.31,,
"IX","Index","2021-M02","2021 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",120.82,,
"IX","Index","2021-M02","2021 February","ISCO88_5_B","Vendedores, promotores y modelos",134.68,,
"IX","Index","2021-M02","2021 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",128.04,,
"IX","Index","2021-M02","2021 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",127.73,,
"IX","Index","2021-M02","2021 February","ISCO88_9","Trabajadores no calificados",127.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",2.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_2","Profesionales científicos e intelectuales",3.7,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_3","Técnicos y profesionales de nivel medio",4.4,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_4","Empleados de oficina",4.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",5.8,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_5_B","Vendedores, promotores y modelos",3.9,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",6.1,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_8","Operadores de instalaciones y máquinas y montadores",6.3,,
"12_M_VAR","12-month variation in percentages (%)","2021-M02","2021 February","ISCO88_9","Trabajadores no calificados",5.2,,
"IX","Index","2021-M03","2021 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",128.04,,
"IX","Index","2021-M03","2021 March","ISCO88_2","Profesionales científicos e intelectuales",120.58,,
"IX","Index","2021-M03","2021 March","ISCO88_3","Técnicos y profesionales de nivel medio",123.91,,
"IX","Index","2021-M03","2021 March","ISCO88_4","Empleados de oficina",126.1,,
"IX","Index","2021-M03","2021 March","ISCO88_5_A","Trabajadores de servicios personales, protección y seguridad",121.84,,
"IX","Index","2021-M03","2021 March","ISCO88_5_B","Vendedores, promotores y modelos",137.07,,
"IX","Index","2021-M03","2021 March","ISCO88_7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",130.53,,
"IX","Index","2021-M03","2021 March","ISCO88_8","Operadores de instalaciones y máquinas y montadores",129.47,,
"IX","Index","2021-M03","2021 March","ISCO88_9","Trabajadores no calificados",129.78,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_1","Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas",3.2,,
"12_M_VAR","12-month variation in percentages (%)","2021-M03","2021 March","ISCO88_2","Profesionales científicos e intelectuales",3.9,,
